source_code,source_concept_id,source_vocabulary_id,source_code_description,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason
l/minute,0,AURUM_UNIT_STCM,l/minute,8698,UCUM,1970-01-01,2099-12-31,
litres per min,0,AURUM_UNIT_STCM,litres per min,8698,UCUM,1970-01-01,2099-12-31,
litres/min,0,AURUM_UNIT_STCM,litres/min,8698,UCUM,1970-01-01,2099-12-31,
litres/minute,0,AURUM_UNIT_STCM,litres/minute,8698,UCUM,1970-01-01,2099-12-31,
m[iU]/L,0,AURUM_UNIT_STCM,m[iU]/L,9040,UCUM,1970-01-01,2099-12-31,
metres,0,AURUM_UNIT_STCM,metres,9546,UCUM,1970-01-01,2099-12-31,
mg/mmol(creat),0,AURUM_UNIT_STCM,mg/mmol(creat),9075,UCUM,1970-01-01,2099-12-31,
micmol/l,0,AURUM_UNIT_STCM,micmol/l,8749,UCUM,1970-01-01,2099-12-31,
micromol/L,0,AURUM_UNIT_STCM,micromol/L,8749,UCUM,1970-01-01,2099-12-31,
microgrms/l,0,AURUM_UNIT_STCM,microgrms/l,8748,UCUM,1970-01-01,2099-12-31,
microg/L,0,AURUM_UNIT_STCM,microg/L,8748,UCUM,1970-01-01,2099-12-31,
microns,0,AURUM_UNIT_STCM,microns,9666,UCUM,1970-01-01,2099-12-31,
MicroU/L,0,AURUM_UNIT_STCM,MicroU/L,8750,UCUM,1970-01-01,2099-12-31,
mins,0,AURUM_UNIT_STCM,mins,8550,UCUM,1970-01-01,2099-12-31,
minutes,0,AURUM_UNIT_STCM,minutes,8550,UCUM,1970-01-01,2099-12-31,
mIU/L,0,AURUM_UNIT_STCM,mIU/L,9040,UCUM,1970-01-01,2099-12-31,
mIU/ml,0,AURUM_UNIT_STCM,mIU/ml,9550,UCUM,1970-01-01,2099-12-31,
mL/m/1.73m,0,AURUM_UNIT_STCM,mL/m/1.73m,720870,UCUM,2022-04-07,2099-12-31,
ml/min/1.73 m2,0,AURUM_UNIT_STCM,ml/min/1.73 m2,720870,UCUM,2022-04-07,2099-12-31,
mL/min/1.73*2,0,AURUM_UNIT_STCM,mL/min/1.73*2,720870,UCUM,2022-04-07,2099-12-31,
mL/min/1.73.ar,0,AURUM_UNIT_STCM,mL/min/1.73.ar,720870,UCUM,2022-04-07,2099-12-31,
mL/min/1.73^2,0,AURUM_UNIT_STCM,mL/min/1.73^2,720870,UCUM,2022-04-07,2099-12-31,
ml/min/1.73m*2,0,AURUM_UNIT_STCM,/min/1.73m*2,720870,UCUM,2022-04-07,2099-12-31,
ml/min/1.73m^2,0,AURUM_UNIT_STCM,/min/1.73m^2,720870,UCUM,2022-04-07,2099-12-31,
ml/min/1.73m2,0,AURUM_UNIT_STCM,mL/min/1.73sqmml/min/1.73m2,720870,UCUM,2022-04-07,2099-12-31,
mL/min/1.73sqm,0,AURUM_UNIT_STCM,mL/min/1.73sqm,720870,UCUM,2022-04-07,2099-12-31,
mm Hg,0,AURUM_UNIT_STCM,mm Hg,8876,UCUM,1970-01-01,2099-12-31,
mm(Hg),0,AURUM_UNIT_STCM,mm(Hg),8876,UCUM,1970-01-01,2099-12-31,
mm/Hg,0,AURUM_UNIT_STCM,mm/Hg,8876,UCUM,1970-01-01,2099-12-31,
mm/hour,0,AURUM_UNIT_STCM,mm/hour,8752,UCUM,1970-01-01,2099-12-31,
mm/hr,0,AURUM_UNIT_STCM,mm/hr,8752,UCUM,1970-01-01,2099-12-31,
mmHg,0,AURUM_UNIT_STCM,mmHg,8876,UCUM,1970-01-01,2099-12-31,
mmol/L,0,AURUM_UNIT_STCM,mmol/L,8753,UCUM,1970-01-01,2099-12-31,
mOsmol,0,AURUM_UNIT_STCM,mOsmol,8605,UCUM,1970-01-01,2099-12-31,
mosmol/kg,0,AURUM_UNIT_STCM,mosmol/kg,8862,UCUM,1970-01-01,2099-12-31,
mPa/s,0,AURUM_UNIT_STCM,mPa/s,44777622,UCUM,1970-01-01,2099-12-31,
mu/L,0,AURUM_UNIT_STCM,mu/L,44777578,UCUM,1970-01-01,2099-12-31,
nanogram/ml,0,AURUM_UNIT_STCM,nanogram/ml,8842,UCUM,1970-01-01,2099-12-31,
nanograms/ml,0,AURUM_UNIT_STCM,nanograms/ml,8842,UCUM,1970-01-01,2099-12-31,
nmol/24h,0,AURUM_UNIT_STCM,nmol/24h,44777627,UCUM,1970-01-01,2099-12-31,
nnmol/l,0,AURUM_UNIT_STCM,nnmol/l,8736,UCUM,1970-01-01,2099-12-31,
per cent,0,AURUM_UNIT_STCM,per cent,8554,UCUM,1970-01-01,2099-12-31,
per day,0,AURUM_UNIT_STCM,per day,8512,UCUM,1970-01-01,2099-12-31,
per month,0,AURUM_UNIT_STCM,per month,44777658,UCUM,1970-01-01,2099-12-31,
per week,0,AURUM_UNIT_STCM,per week,44777559,UCUM,1970-01-01,2099-12-31,
percent,0,AURUM_UNIT_STCM,percent,8554,UCUM,1970-01-01,2099-12-31,
pg/cl,0,AURUM_UNIT_STCM,pg/cl,8704,UCUM,1970-01-01,2099-12-31,
pH,0,AURUM_UNIT_STCM,pH,8482,UCUM,1970-01-01,2099-12-31,
ppm,0,AURUM_UNIT_STCM,ppm,9387,UCUM,1970-01-01,2099-12-31,
ratio,0,AURUM_UNIT_STCM,ratio,8523,UCUM,1970-01-01,2099-12-31,
s,0,AURUM_UNIT_STCM,s,8555,UCUM,1970-01-01,2099-12-31,
Score,0,AURUM_UNIT_STCM,Score,44777566,UCUM,1970-01-01,2099-12-31,
sec,0,AURUM_UNIT_STCM,sec,8555,UCUM,1970-01-01,2099-12-31,
second,0,AURUM_UNIT_STCM,second,9212,UCUM,1970-01-01,2099-12-31,
seconds,0,AURUM_UNIT_STCM,seconds,9212,UCUM,1970-01-01,2099-12-31,
secs,0,AURUM_UNIT_STCM,secs,8555,UCUM,1970-01-01,2099-12-31,
times,0,AURUM_UNIT_STCM,times,8524,UCUM,1970-01-01,2099-12-31,
times/day,0,AURUM_UNIT_STCM,times/day,44777556,UCUM,1970-01-01,2099-12-31,
times/week,0,AURUM_UNIT_STCM,times/week,44777559,UCUM,1970-01-01,2099-12-31,
U,0,AURUM_UNIT_STCM,U,8510,UCUM,1970-01-01,2099-12-31,
u/L,0,AURUM_UNIT_STCM,u/L,8645,UCUM,1970-01-01,2099-12-31,
U/mL,0,AURUM_UNIT_STCM,U/mL,8763,UCUM,1970-01-01,2099-12-31,
U/week,0,AURUM_UNIT_STCM,U/week,44777559,UCUM,1970-01-01,2099-12-31,
umol/24h,0,AURUM_UNIT_STCM,umol/24h,8907,UCUM,1970-01-01,2099-12-31,
umol/mol(Hb),0,AURUM_UNIT_STCM,umol/mol(Hb),44777657,UCUM,1970-01-01,2099-12-31,
Unit,0,AURUM_UNIT_STCM,Unit,8510,UCUM,1970-01-01,2099-12-31,
units,0,AURUM_UNIT_STCM,units,8510,UCUM,1970-01-01,2099-12-31,
units per week,0,AURUM_UNIT_STCM,units per week,44777559,UCUM,1970-01-01,2099-12-31,
units/week,0,AURUM_UNIT_STCM,units/week,44777559,UCUM,1970-01-01,2099-12-31,
units/wk,0,AURUM_UNIT_STCM,units/wk,44777559,UCUM,1970-01-01,2099-12-31,
week,0,AURUM_UNIT_STCM,week,8511,UCUM,1970-01-01,2099-12-31,
weeks,0,AURUM_UNIT_STCM,weeks,8511,UCUM,1970-01-01,2099-12-31,
x 10*12/L,0,AURUM_UNIT_STCM,x 10*12/L,8734,UCUM,1970-01-01,2099-12-31,
x 10*9/L,0,AURUM_UNIT_STCM,x 10*9/L,9444,UCUM,1970-01-01,2099-12-31,
x10*12/L,0,AURUM_UNIT_STCM,x10*12/L,8734,UCUM,1970-01-01,2099-12-31,
x10*6/L,0,AURUM_UNIT_STCM,x10*6/L,9442,UCUM,1970-01-01,2099-12-31,
x10*9/L,0,AURUM_UNIT_STCM,x10*9/L,9444,UCUM,1970-01-01,2099-12-31,
x10^12,0,AURUM_UNIT_STCM,x10^12,9155,UCUM,1970-01-01,2099-12-31,
x10^12/l,0,AURUM_UNIT_STCM,x10^12/l,8734,UCUM,1970-01-01,2099-12-31,
x10^9,0,AURUM_UNIT_STCM,x10^9,44777660,UCUM,1970-01-01,2099-12-31,
x10^9/l,0,AURUM_UNIT_STCM,x10^9/l,9444,UCUM,1970-01-01,2099-12-31,
year,0,AURUM_UNIT_STCM,year,9448,UCUM,1970-01-01,2099-12-31,
years,0,AURUM_UNIT_STCM,years,9448,UCUM,1970-01-01,2099-12-31,
Yrs,0,AURUM_UNIT_STCM,Yrs,9448,UCUM,1970-01-01,2099-12-31,
